# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-01-26 17:32:46 -05:00	(natwebcaas01)
#
# US Geological Survey groundwater levels
#
# Data for the following 1 site(s) are contained in this file
#    USGS 430429089230301 DN-07/09E/23-0005
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
#
# Referenced agency codes (lev_agency_cd) included in this output
#
#     ""         Not Determined
#     USGS       U.S. Geological Survey
#     WI001      Wisconsin Department of Natural Resources
#     WI013      Wisconsin Department of Administration
#
# Referenced site type codes (site_tp_cd) included in this output
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output
#
#     ""         The reported water-level measurement represents a static level
#
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd
USGS	430429089230301	GW	1959-06-30			89.01				
USGS	430429089230301	GW	1959-07-01			88.86				
USGS	430429089230301	GW	1959-07-02			88.68				
USGS	430429089230301	GW	1959-07-03			88.57				
USGS	430429089230301	GW	1959-07-04			88.51				
USGS	430429089230301	GW	1959-07-05			88.29				
USGS	430429089230301	GW	1959-07-06			87.85				
USGS	430429089230301	GW	1959-07-07			87.57				
USGS	430429089230301	GW	1959-07-08			87.62				
USGS	430429089230301	GW	1959-07-09			87.77				
USGS	430429089230301	GW	1959-07-10			87.88				
USGS	430429089230301	GW	1959-07-11			87.93				
USGS	430429089230301	GW	1959-07-12			87.93				
USGS	430429089230301	GW	1959-07-13			87.84				
USGS	430429089230301	GW	1959-07-14			87.68				
USGS	430429089230301	GW	1959-07-15			87.79				
USGS	430429089230301	GW	1959-07-16			87.97				
USGS	430429089230301	GW	1959-07-17			88.17				
USGS	430429089230301	GW	1959-07-18			88.34				
USGS	430429089230301	GW	1959-07-19			88.38				
USGS	430429089230301	GW	1959-07-20			88.38				
USGS	430429089230301	GW	1959-07-21			88.27				
USGS	430429089230301	GW	1959-07-22			88.41				
USGS	430429089230301	GW	1959-07-23			88.57				
USGS	430429089230301	GW	1959-07-24			88.71				
USGS	430429089230301	GW	1959-07-25			88.86				
USGS	430429089230301	GW	1959-07-26			88.89				
USGS	430429089230301	GW	1959-07-28			88.74				
USGS	430429089230301	GW	1959-07-29			88.93				
USGS	430429089230301	GW	1959-07-30			89.05				
USGS	430429089230301	GW	1959-07-31			89.1				
USGS	430429089230301	GW	1959-08-01			89.11				
USGS	430429089230301	GW	1959-08-02			89.11				
USGS	430429089230301	GW	1959-08-03			88.76				
USGS	430429089230301	GW	1959-08-04			88.35				
USGS	430429089230301	GW	1959-08-05			88.29				
USGS	430429089230301	GW	1959-08-06			88.39				
USGS	430429089230301	GW	1959-08-07			88.51				
USGS	430429089230301	GW	1959-08-10			88.5				
USGS	430429089230301	GW	1959-08-15			88.2				
USGS	430429089230301	GW	1959-08-20			88.3				
USGS	430429089230301	GW	1959-08-25			88.25				
USGS	430429089230301	GW	1959-08-27			88.4				
USGS	430429089230301	GW	1959-08-28			88.41				
USGS	430429089230301	GW	1959-08-29			88.4				
USGS	430429089230301	GW	1959-08-30			88.35				
USGS	430429089230301	GW	1959-08-31			88.2				
USGS	430429089230301	GW	1959-09-01			88.03				
USGS	430429089230301	GW	1959-09-02			87.91				
USGS	430429089230301	GW	1959-09-05			87.95				
USGS	430429089230301	GW	1959-09-10			86.9				
USGS	430429089230301	GW	1959-09-15			86.85				
USGS	430429089230301	GW	1959-09-20			86.8				
USGS	430429089230301	GW	1959-09-25			86.75				
USGS	430429089230301	GW	1959-09-30			86.7				
USGS	430429089230301	GW	1959-10-05			86.65				
USGS	430429089230301	GW	1959-10-06			86.63				
USGS	430429089230301	GW	1959-10-07			86.58				
USGS	430429089230301	GW	1959-10-08			86.54				
USGS	430429089230301	GW	1959-10-09			86.47				
USGS	430429089230301	GW	1959-10-10			86.49				
USGS	430429089230301	GW	1959-10-11			86.43				
USGS	430429089230301	GW	1959-10-12			86.12				
USGS	430429089230301	GW	1959-10-13			86.02				
USGS	430429089230301	GW	1959-10-14			86.05				
USGS	430429089230301	GW	1959-10-15			86.09				
USGS	430429089230301	GW	1959-10-16			86.22				
USGS	430429089230301	GW	1959-10-17			86.31				
USGS	430429089230301	GW	1959-10-18			86.31				
USGS	430429089230301	GW	1959-10-19			86.19				
USGS	430429089230301	GW	1959-10-20			86.22				
USGS	430429089230301	GW	1959-10-21			86.32				
USGS	430429089230301	GW	1959-10-22			86.35				
USGS	430429089230301	GW	1959-10-23			86.35				
USGS	430429089230301	GW	1959-10-24			86.34				
USGS	430429089230301	GW	1959-10-25			86.29				
USGS	430429089230301	GW	1959-10-26			86.16				
USGS	430429089230301	GW	1959-10-27			86.05				
USGS	430429089230301	GW	1959-10-28			86.14				
USGS	430429089230301	GW	1959-10-29			86.18				
USGS	430429089230301	GW	1959-10-30			86.24				
USGS	430429089230301	GW	1959-10-31			86.26				
USGS	430429089230301	GW	1959-11-01			86.19				
USGS	430429089230301	GW	1959-11-02			86.19				
USGS	430429089230301	GW	1959-11-03			85.9				
USGS	430429089230301	GW	1959-11-04			85.89				
USGS	430429089230301	GW	1959-11-05			85.92				
USGS	430429089230301	GW	1959-11-06			86.02				
USGS	430429089230301	GW	1959-11-07			86.02				
USGS	430429089230301	GW	1959-11-08			85.93				
USGS	430429089230301	GW	1959-11-09			85.66				
USGS	430429089230301	GW	1959-11-10			85.5				
USGS	430429089230301	GW	1959-11-11			85.47				
USGS	430429089230301	GW	1959-11-12			85.47				
USGS	430429089230301	GW	1959-11-13			85.42				
USGS	430429089230301	GW	1959-11-14			85.44				
USGS	430429089230301	GW	1959-11-15			85.43				
USGS	430429089230301	GW	1959-11-16			85.38				
USGS	430429089230301	GW	1959-11-17			85.35				
USGS	430429089230301	GW	1959-11-18			85.38				
USGS	430429089230301	GW	1959-11-19			85.41				
USGS	430429089230301	GW	1959-11-20			85.47				
USGS	430429089230301	GW	1959-11-21			85.49				
USGS	430429089230301	GW	1959-11-22			85.49				
USGS	430429089230301	GW	1959-11-23			85.47				
USGS	430429089230301	GW	1959-11-24			85.35				
USGS	430429089230301	GW	1959-11-25			85.36				
USGS	430429089230301	GW	1959-11-26			85.42				
USGS	430429089230301	GW	1959-11-27			85.42				
USGS	430429089230301	GW	1959-11-28			85.38				
USGS	430429089230301	GW	1959-11-29			85.36				
USGS	430429089230301	GW	1959-11-30			85.21				
USGS	430429089230301	GW	1959-12-01			85.08				
USGS	430429089230301	GW	1959-12-02			85.21				
USGS	430429089230301	GW	1959-12-03			85.34				
USGS	430429089230301	GW	1959-12-04			85.41				
USGS	430429089230301	GW	1959-12-05			85.53				
USGS	430429089230301	GW	1959-12-06			85.54				
USGS	430429089230301	GW	1959-12-07			85.51				
USGS	430429089230301	GW	1959-12-08			85.55				
USGS	430429089230301	GW	1959-12-09			85.67				
USGS	430429089230301	GW	1959-12-10			85.79				
USGS	430429089230301	GW	1959-12-11			85.83				
USGS	430429089230301	GW	1959-12-12			85.87				
USGS	430429089230301	GW	1959-12-13			85.87				
USGS	430429089230301	GW	1959-12-14			85.87				
USGS	430429089230301	GW	1959-12-15			85.85				
USGS	430429089230301	GW	1959-12-16			85.89				
USGS	430429089230301	GW	1959-12-17			85.99				
USGS	430429089230301	GW	1959-12-18			86.08				
USGS	430429089230301	GW	1959-12-19			86.14				
USGS	430429089230301	GW	1959-12-20			86.14				
USGS	430429089230301	GW	1959-12-21			86.02				
USGS	430429089230301	GW	1959-12-22			85.91				
USGS	430429089230301	GW	1959-12-23			85.85				
USGS	430429089230301	GW	1959-12-24			85.79				
USGS	430429089230301	GW	1959-12-25			85.73				
USGS	430429089230301	GW	1959-12-26			85.73				
USGS	430429089230301	GW	1959-12-27			84.71				
USGS	430429089230301	GW	1959-12-28			84.52				
USGS	430429089230301	GW	1959-12-29			84.37				
USGS	430429089230301	GW	1959-12-30			84.59				
USGS	430429089230301	GW	1959-12-31			84.77				
USGS	430429089230301	GW	1960-01-01			84.77				
USGS	430429089230301	GW	1960-01-02			84.45				
USGS	430429089230301	GW	1960-01-03			84.2				
USGS	430429089230301	GW	1960-01-04			84.25				
USGS	430429089230301	GW	1960-01-05			84.46				
USGS	430429089230301	GW	1960-01-06			84.59				
USGS	430429089230301	GW	1960-01-07			84.7				
USGS	430429089230301	GW	1960-01-08			85.06				
USGS	430429089230301	GW	1960-01-09			85.2				
USGS	430429089230301	GW	1960-01-10			85.2				
USGS	430429089230301	GW	1960-01-11			85.18				
USGS	430429089230301	GW	1960-01-12			85.17				
USGS	430429089230301	GW	1960-01-13			85.2				
USGS	430429089230301	GW	1960-01-14			85.2				
USGS	430429089230301	GW	1960-01-15			85.18				
USGS	430429089230301	GW	1960-01-16			85.26				
USGS	430429089230301	GW	1960-01-17			85.26				
USGS	430429089230301	GW	1960-01-18			85.2				
USGS	430429089230301	GW	1960-01-19			85.1				
USGS	430429089230301	GW	1960-01-20			85.19				
USGS	430429089230301	GW	1960-01-21			85.2				
USGS	430429089230301	GW	1960-01-22			85.29				
USGS	430429089230301	GW	1960-01-23			85.32				
USGS	430429089230301	GW	1960-01-24			85.32				
USGS	430429089230301	GW	1960-01-25			85.09				
USGS	430429089230301	GW	1960-01-26			84.93				
USGS	430429089230301	GW	1960-01-27			85.02				
USGS	430429089230301	GW	1960-01-28			85.08				
USGS	430429089230301	GW	1960-01-29			85.2				
USGS	430429089230301	GW	1960-01-30			85.2				
USGS	430429089230301	GW	1960-01-31			85.2				
USGS	430429089230301	GW	1960-02-01			85.16				
USGS	430429089230301	GW	1960-02-02			85.24				
USGS	430429089230301	GW	1960-02-03			85.35				
USGS	430429089230301	GW	1960-02-04			85.37				
USGS	430429089230301	GW	1960-02-05			85.38				
USGS	430429089230301	GW	1960-02-06			85.38				
USGS	430429089230301	GW	1960-02-07			85.37				
USGS	430429089230301	GW	1960-02-08			85.33				
USGS	430429089230301	GW	1960-02-09			85.24				
USGS	430429089230301	GW	1960-02-10			85.31				
USGS	430429089230301	GW	1960-02-11			85.47				
USGS	430429089230301	GW	1960-02-12			85.67				
USGS	430429089230301	GW	1960-02-13			85.69				
USGS	430429089230301	GW	1960-02-14			85.65				
USGS	430429089230301	GW	1960-02-15			85.44				
USGS	430429089230301	GW	1960-02-16			85.25				
USGS	430429089230301	GW	1960-02-17			85.32				
USGS	430429089230301	GW	1960-02-18			85.44				
USGS	430429089230301	GW	1960-02-19			85.6				
USGS	430429089230301	GW	1960-02-20			85.65				
USGS	430429089230301	GW	1960-02-21			85.65				
USGS	430429089230301	GW	1960-02-22			85.46				
USGS	430429089230301	GW	1960-02-23			85.4				
USGS	430429089230301	GW	1960-02-24			85.41				
USGS	430429089230301	GW	1960-02-25			85.45				
USGS	430429089230301	GW	1960-02-29			85.5				
USGS	430429089230301	GW	1960-03-05			85.65				
USGS	430429089230301	GW	1960-03-07			85.74				
USGS	430429089230301	GW	1960-03-08			85.88				
USGS	430429089230301	GW	1960-03-09			85.99				
USGS	430429089230301	GW	1960-03-10			86.12				
USGS	430429089230301	GW	1960-03-11			86.26				
USGS	430429089230301	GW	1960-03-12			84.4				
USGS	430429089230301	GW	1960-03-13			86.42				
USGS	430429089230301	GW	1960-03-14			86.18				
USGS	430429089230301	GW	1960-03-15			86.02				
USGS	430429089230301	GW	1960-03-16			85.99				
USGS	430429089230301	GW	1960-03-17			86.01				
USGS	430429089230301	GW	1960-03-18			86.01				
USGS	430429089230301	GW	1960-03-19			86.03				
USGS	430429089230301	GW	1960-03-20			86.04				
USGS	430429089230301	GW	1960-03-21			85.94				
USGS	430429089230301	GW	1960-03-22			85.96				
USGS	430429089230301	GW	1960-03-23			85.98				
USGS	430429089230301	GW	1960-03-24			86				
USGS	430429089230301	GW	1960-03-25			86.15				
USGS	430429089230301	GW	1960-03-26			86.15				
USGS	430429089230301	GW	1960-03-27			86				
USGS	430429089230301	GW	1960-03-28			85.77				
USGS	430429089230301	GW	1960-03-29			85.71				
USGS	430429089230301	GW	1960-03-30			85.7				
USGS	430429089230301	GW	1960-03-31			85.73				
USGS	430429089230301	GW	1960-04-01			85.83				
USGS	430429089230301	GW	1960-04-02			85.84				
USGS	430429089230301	GW	1960-04-03			85.77				
USGS	430429089230301	GW	1960-04-04			85.53				
USGS	430429089230301	GW	1960-04-05			85.54				
USGS	430429089230301	GW	1960-04-06			85.54				
USGS	430429089230301	GW	1960-04-07			85.59				
USGS	430429089230301	GW	1960-04-08			85.57				
USGS	430429089230301	GW	1960-04-09			85.8				
USGS	430429089230301	GW	1960-04-10			85.8				
USGS	430429089230301	GW	1960-04-11			85.65				
USGS	430429089230301	GW	1960-04-12			85.68				
USGS	430429089230301	GW	1960-04-13			85.8				
USGS	430429089230301	GW	1960-04-14			86.01				
USGS	430429089230301	GW	1960-04-15			85.1				
USGS	430429089230301	GW	1960-04-16			85.1				
USGS	430429089230301	GW	1960-04-17			85.96				
USGS	430429089230301	GW	1960-04-18			85.66				
USGS	430429089230301	GW	1960-04-19			85.38				
USGS	430429089230301	GW	1960-04-20			85.29				
USGS	430429089230301	GW	1960-04-21			85.2				
USGS	430429089230301	GW	1960-04-22			85.3				
USGS	430429089230301	GW	1960-04-23			85.57				
USGS	430429089230301	GW	1960-04-24			85.61				
USGS	430429089230301	GW	1960-04-25			85.72				
USGS	430429089230301	GW	1960-04-26			85.9				
USGS	430429089230301	GW	1960-04-27			86.07				
USGS	430429089230301	GW	1960-04-28			86.13				
USGS	430429089230301	GW	1960-04-29			86.18				
USGS	430429089230301	GW	1960-04-30			86.19				
USGS	430429089230301	GW	1960-05-01			86.1				
USGS	430429089230301	GW	1960-05-02			85.96				
USGS	430429089230301	GW	1960-05-03			85.83				
USGS	430429089230301	GW	1960-05-04			85.95				
USGS	430429089230301	GW	1960-05-05			86.08				
USGS	430429089230301	GW	1960-05-06			86.14				
USGS	430429089230301	GW	1960-05-07			86.14				
USGS	430429089230301	GW	1960-05-08			86.1				
USGS	430429089230301	GW	1960-05-09			85.92				
USGS	430429089230301	GW	1960-05-10			85.62				
USGS	430429089230301	GW	1960-05-11			85.48				
USGS	430429089230301	GW	1960-05-12			85.41				
USGS	430429089230301	GW	1960-05-13			85.42				
USGS	430429089230301	GW	1960-05-14			85.5				
USGS	430429089230301	GW	1960-05-15			85.54				
USGS	430429089230301	GW	1960-05-16			85.53				
USGS	430429089230301	GW	1960-05-17			85.6				
USGS	430429089230301	GW	1960-05-18			85.73				
USGS	430429089230301	GW	1960-05-19			85.83				
USGS	430429089230301	GW	1960-05-20			85.91				
USGS	430429089230301	GW	1960-05-21			85.93				
USGS	430429089230301	GW	1960-05-22			85.93				
USGS	430429089230301	GW	1960-05-23			85.83				
USGS	430429089230301	GW	1960-05-24			85.73				
USGS	430429089230301	GW	1960-05-25			85.76				
USGS	430429089230301	GW	1960-05-26			85.76				
USGS	430429089230301	GW	1960-05-27			85.9				
USGS	430429089230301	GW	1960-05-28			85.92				
USGS	430429089230301	GW	1960-05-29			85.92				
USGS	430429089230301	GW	1960-05-30			85.76				
USGS	430429089230301	GW	1960-05-31			85.56				
USGS	430429089230301	GW	1960-06-01			85.6				
USGS	430429089230301	GW	1960-06-02			85.78				
USGS	430429089230301	GW	1960-06-03			86.07				
USGS	430429089230301	GW	1960-06-04			86.3				
USGS	430429089230301	GW	1960-06-05			86.3				
USGS	430429089230301	GW	1960-06-06			86.29				
USGS	430429089230301	GW	1960-06-07			86.28				
USGS	430429089230301	GW	1960-06-08			86				
USGS	430429089230301	GW	1960-06-09			85.66				
USGS	430429089230301	GW	1960-06-10			85.49				
USGS	430429089230301	GW	1960-06-11			85.47				
USGS	430429089230301	GW	1960-06-12			85.4				
USGS	430429089230301	GW	1960-06-13			85.15				
USGS	430429089230301	GW	1960-06-14			85.3				
USGS	430429089230301	GW	1960-06-15			85.92				
USGS	430429089230301	GW	1960-06-16			86.75				
USGS	430429089230301	GW	1960-06-17			87.1				
USGS	430429089230301	GW	1960-06-18			87.12				
USGS	430429089230301	GW	1960-06-19			87.11				
USGS	430429089230301	GW	1960-06-20			86.9				
USGS	430429089230301	GW	1960-06-21			86.87				
USGS	430429089230301	GW	1960-06-22			87				
USGS	430429089230301	GW	1960-06-23			87.03				
USGS	430429089230301	GW	1960-06-24			87.32				
USGS	430429089230301	GW	1960-06-25			87.45				
USGS	430429089230301	GW	1960-06-26			87.37				
USGS	430429089230301	GW	1960-06-27			87.37				
USGS	430429089230301	GW	1960-06-28			87.49				
USGS	430429089230301	GW	1960-06-29			87.6				
USGS	430429089230301	GW	1960-06-30			87.74				
USGS	430429089230301	GW	1960-07-01			87.74				
USGS	430429089230301	GW	1960-07-02			87.72				
USGS	430429089230301	GW	1960-07-03			87.52				
USGS	430429089230301	GW	1960-07-04			87.18				
USGS	430429089230301	GW	1960-07-05			86.25				
USGS	430429089230301	GW	1960-07-06			86.35				
USGS	430429089230301	GW	1960-07-07			86.47				
USGS	430429089230301	GW	1960-07-08			86.66				
USGS	430429089230301	GW	1960-07-09			86.8				
USGS	430429089230301	GW	1960-07-10			86.81				
USGS	430429089230301	GW	1960-07-11			86.6				
USGS	430429089230301	GW	1960-07-12			86.73				
USGS	430429089230301	GW	1960-07-13			86.98				
USGS	430429089230301	GW	1960-07-14			87.22				
USGS	430429089230301	GW	1960-07-15			87.36				
USGS	430429089230301	GW	1960-07-16			87.48				
USGS	430429089230301	GW	1960-07-17			87.5				
USGS	430429089230301	GW	1960-07-18			87.65				
USGS	430429089230301	GW	1960-07-19			87.81				
USGS	430429089230301	GW	1960-07-20			88.06				
USGS	430429089230301	GW	1960-07-21			88.16				
USGS	430429089230301	GW	1960-07-22			88.43				
USGS	430429089230301	GW	1960-07-23			88.61				
USGS	430429089230301	GW	1960-07-24			88.61				
USGS	430429089230301	GW	1960-07-25			88.3				
USGS	430429089230301	GW	1960-07-26			88.11				
USGS	430429089230301	GW	1960-07-27			88.18				
USGS	430429089230301	GW	1960-07-28			88.28				
USGS	430429089230301	GW	1960-07-29			88.4				
USGS	430429089230301	GW	1960-07-30			88.52				
USGS	430429089230301	GW	1960-07-31			88.52				
USGS	430429089230301	GW	1960-08-01			88.41				
USGS	430429089230301	GW	1960-08-02			88.23				
USGS	430429089230301	GW	1960-08-03			88.41				
USGS	430429089230301	GW	1960-08-04			88.61				
USGS	430429089230301	GW	1960-08-05			88.74				
USGS	430429089230301	GW	1960-08-06			88.83				
USGS	430429089230301	GW	1960-08-07			88.84				
USGS	430429089230301	GW	1960-08-08			88.71				
USGS	430429089230301	GW	1960-08-09			88.47				
USGS	430429089230301	GW	1960-08-10			88.43				
USGS	430429089230301	GW	1960-08-11			88.41				
USGS	430429089230301	GW	1960-08-12			88.31				
USGS	430429089230301	GW	1960-08-13			88.23				
USGS	430429089230301	GW	1960-08-14			87.9				
USGS	430429089230301	GW	1960-08-15			87.47				
USGS	430429089230301	GW	1960-08-16			87.45				
USGS	430429089230301	GW	1960-08-17			87.63				
USGS	430429089230301	GW	1960-08-18			87.63				
USGS	430429089230301	GW	1960-08-19			87.85				
USGS	430429089230301	GW	1960-08-20			87.99				
USGS	430429089230301	GW	1960-08-21			87.99				
USGS	430429089230301	GW	1960-08-22			87.81				
USGS	430429089230301	GW	1960-08-23			87.81				
USGS	430429089230301	GW	1960-08-24			87.99				
USGS	430429089230301	GW	1960-08-25			88.14				
USGS	430429089230301	GW	1960-08-26			88.35				
USGS	430429089230301	GW	1960-08-27			88.45				
USGS	430429089230301	GW	1960-08-28			88.42				
USGS	430429089230301	GW	1960-08-29			88.17				
USGS	430429089230301	GW	1960-08-30			88.01				
USGS	430429089230301	GW	1960-08-31			88.2				
USGS	430429089230301	GW	1960-09-01			88.49				
USGS	430429089230301	GW	1960-09-02			88.75				
USGS	430429089230301	GW	1960-09-03			88.91				
USGS	430429089230301	GW	1960-09-04			88.91				
USGS	430429089230301	GW	1960-09-05			88.81				
USGS	430429089230301	GW	1960-09-06			88.23				
USGS	430429089230301	GW	1960-09-07			88.33				
USGS	430429089230301	GW	1960-09-08			88.74				
USGS	430429089230301	GW	1960-09-09			89.1				
USGS	430429089230301	GW	1960-09-10			89.19				
USGS	430429089230301	GW	1960-09-11			89.12				
USGS	430429089230301	GW	1960-09-12			88.62				
USGS	430429089230301	GW	1960-09-13			88.22				
USGS	430429089230301	GW	1960-09-14			88.2				
USGS	430429089230301	GW	1960-09-15			88.29				
USGS	430429089230301	GW	1960-09-16			88.4				
USGS	430429089230301	GW	1960-09-17			88.42				
USGS	430429089230301	GW	1960-09-18			88.35				
USGS	430429089230301	GW	1960-09-19			88.02				
USGS	430429089230301	GW	1960-09-20			87.51				
USGS	430429089230301	GW	1960-09-21			87.39				
USGS	430429089230301	GW	1960-09-22			87.39				
USGS	430429089230301	GW	1960-09-23			87.39				
USGS	430429089230301	GW	1960-09-24			87.42				
USGS	430429089230301	GW	1960-09-25			87.44				
USGS	430429089230301	GW	1960-09-26			87.33				
USGS	430429089230301	GW	1960-09-27			87.17				
USGS	430429089230301	GW	1960-09-28			87.07				
USGS	430429089230301	GW	1960-09-29			87.02				
USGS	430429089230301	GW	1960-09-30			87.01				
USGS	430429089230301	GW	1960-10-01			87.03				
USGS	430429089230301	GW	1960-10-02			86.84				
USGS	430429089230301	GW	1960-10-03			86.59				
USGS	430429089230301	GW	1960-10-04			86.41				
USGS	430429089230301	GW	1960-10-05			86.42				
USGS	430429089230301	GW	1960-10-06			86.66				
USGS	430429089230301	GW	1960-10-07			86.94				
USGS	430429089230301	GW	1960-10-08			86.99				
USGS	430429089230301	GW	1960-10-09			86.93				
USGS	430429089230301	GW	1960-10-10			86.78				
USGS	430429089230301	GW	1960-10-11			86.75				
USGS	430429089230301	GW	1960-10-12			86.94				
USGS	430429089230301	GW	1960-10-13			87.02				
USGS	430429089230301	GW	1960-10-14			87.14				
USGS	430429089230301	GW	1960-10-15			87.26				
USGS	430429089230301	GW	1960-10-16			86.85				
USGS	430429089230301	GW	1960-10-17			86.85				
USGS	430429089230301	GW	1960-10-18			86.81				
USGS	430429089230301	GW	1960-10-19			86.87				
USGS	430429089230301	GW	1960-10-20			86.89				
USGS	430429089230301	GW	1960-10-21			86.89				
USGS	430429089230301	GW	1960-10-22			86.84				
USGS	430429089230301	GW	1960-10-23			86.68				
USGS	430429089230301	GW	1960-10-24			86.56				
USGS	430429089230301	GW	1960-10-25			86.49				
USGS	430429089230301	GW	1960-10-26			86.39				
USGS	430429089230301	GW	1960-10-27			86.43				
USGS	430429089230301	GW	1960-10-28			86.54				
USGS	430429089230301	GW	1960-10-29			86.59				
USGS	430429089230301	GW	1960-10-30			86.52				
USGS	430429089230301	GW	1960-10-31			86.28				
USGS	430429089230301	GW	1960-11-01			85.75				
USGS	430429089230301	GW	1960-11-02			85.84				
USGS	430429089230301	GW	1960-11-03			86.04				
USGS	430429089230301	GW	1960-11-04			86.19				
USGS	430429089230301	GW	1960-11-05			86.22				
USGS	430429089230301	GW	1960-11-06			86.21				
USGS	430429089230301	GW	1960-11-07			86.01				
USGS	430429089230301	GW	1960-11-08			85.75				
USGS	430429089230301	GW	1960-11-09			85.84				
USGS	430429089230301	GW	1960-11-10			85.95				
USGS	430429089230301	GW	1960-11-11			85.97				
USGS	430429089230301	GW	1960-11-12			85.97				
USGS	430429089230301	GW	1960-11-13			85.91				
USGS	430429089230301	GW	1960-11-14			85.74				
USGS	430429089230301	GW	1960-11-15			85.52				
USGS	430429089230301	GW	1960-11-16			85.83				
USGS	430429089230301	GW	1960-11-17			86.11				
USGS	430429089230301	GW	1960-11-18			86.28				
USGS	430429089230301	GW	1960-11-19			86.35				
USGS	430429089230301	GW	1960-11-20			86.36				
USGS	430429089230301	GW	1960-11-21			86.17				
USGS	430429089230301	GW	1960-11-22			86				
USGS	430429089230301	GW	1960-11-23			86.26				
USGS	430429089230301	GW	1960-11-24			86.27				
USGS	430429089230301	GW	1960-11-25			86.01				
USGS	430429089230301	GW	1960-11-26			85.74				
USGS	430429089230301	GW	1960-11-27			85.94				
USGS	430429089230301	GW	1960-11-28			85.74				
USGS	430429089230301	GW	1960-11-29			85.94				
USGS	430429089230301	GW	1960-11-30			86.35				
USGS	430429089230301	GW	1960-12-01			86.45				
USGS	430429089230301	GW	1960-12-02			86.45				
USGS	430429089230301	GW	1960-12-05			86				
USGS	430429089230301	GW	1960-12-10			85.25				
USGS	430429089230301	GW	1960-12-15			84.5				
USGS	430429089230301	GW	1960-12-20			83.75				
USGS	430429089230301	GW	1960-12-25			83.55				
USGS	430429089230301	GW	1960-12-27			83.87				
USGS	430429089230301	GW	1960-12-28			83.9				
USGS	430429089230301	GW	1960-12-29			83.85				
USGS	430429089230301	GW	1960-12-30			84.06				
USGS	430429089230301	GW	1960-12-31			84.1				
USGS	430429089230301	GW	1961-01-01			84.07				
USGS	430429089230301	GW	1961-01-02			83.72				
USGS	430429089230301	GW	1961-01-03			83.72				
USGS	430429089230301	GW	1961-01-04			83.97				
USGS	430429089230301	GW	1961-01-05			84.2				
USGS	430429089230301	GW	1961-01-06			84.38				
USGS	430429089230301	GW	1961-01-07			84.69				
USGS	430429089230301	GW	1961-01-08			84.77				
USGS	430429089230301	GW	1961-01-09			84.74				
USGS	430429089230301	GW	1961-01-10			84.61				
USGS	430429089230301	GW	1961-01-11			84.88				
USGS	430429089230301	GW	1961-01-12			84.96				
USGS	430429089230301	GW	1961-01-13			85.06				
USGS	430429089230301	GW	1961-01-14			85.15				
USGS	430429089230301	GW	1961-01-15			85.17				
USGS	430429089230301	GW	1961-01-16			85.04				
USGS	430429089230301	GW	1961-01-17			84.9				
USGS	430429089230301	GW	1961-01-18			85.01				
USGS	430429089230301	GW	1961-01-19			85.12				
USGS	430429089230301	GW	1961-01-20			85.22				
USGS	430429089230301	GW	1961-01-21			85.29				
USGS	430429089230301	GW	1961-01-22			85.28				
USGS	430429089230301	GW	1961-01-23			85.14				
USGS	430429089230301	GW	1961-01-24			84.97				
USGS	430429089230301	GW	1961-01-25			85.25				
USGS	430429089230301	GW	1961-01-26			85.25				
USGS	430429089230301	GW	1961-01-27			85.24				
USGS	430429089230301	GW	1961-01-28			85.24				
USGS	430429089230301	GW	1961-01-29			85.17				
USGS	430429089230301	GW	1961-01-30			85.09				
USGS	430429089230301	GW	1961-01-31			85.05				
USGS	430429089230301	GW	1961-02-01			85.27				
USGS	430429089230301	GW	1961-02-02			85.46				
USGS	430429089230301	GW	1961-02-03			85.48				
USGS	430429089230301	GW	1961-02-04			85.58				
USGS	430429089230301	GW	1961-02-05			85.64				
USGS	430429089230301	GW	1961-02-06			85.52				
USGS	430429089230301	GW	1961-02-07			85.48				
USGS	430429089230301	GW	1961-02-08			85.5				
USGS	430429089230301	GW	1961-02-09			85.53				
USGS	430429089230301	GW	1961-02-10			85.65				
USGS	430429089230301	GW	1961-02-11			85.68				
USGS	430429089230301	GW	1961-02-12			85.7				
USGS	430429089230301	GW	1961-02-13			85.57				
