# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-03 10:56:13 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05400513 PLOVER RIVER AT HIGHWAY 66 AT STEVENS POINT, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05400513
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	05400513	2012-01-28	134	A:e
USGS	05400513	2012-01-29	133	A:e
USGS	05400513	2012-01-30	133	A:e
USGS	05400513	2012-01-31	135	A
USGS	05400513	2012-02-01	136	A
USGS	05400513	2012-02-02	136	A
USGS	05400513	2012-02-03	137	A:e
USGS	05400513	2012-02-04	137	A:e
USGS	05400513	2012-02-05	137	A:e
USGS	05400513	2012-02-06	136	A:e
USGS	05400513	2012-02-07	135	A:e
USGS	05400513	2012-02-08	134	A:e
USGS	05400513	2012-02-09	133	A:e
USGS	05400513	2012-02-10	130	A:e
USGS	05400513	2012-02-11	131	A:e
USGS	05400513	2012-02-12	132	A:e
USGS	05400513	2012-02-13	133	A:e
USGS	05400513	2012-02-14	133	A:e
USGS	05400513	2012-02-15	133	A:e
USGS	05400513	2012-02-16	136	A
USGS	05400513	2012-02-17	143	A
USGS	05400513	2012-02-18	142	A
USGS	05400513	2012-02-19	143	A
USGS	05400513	2012-02-20	143	A
USGS	05400513	2012-02-21	136	A
USGS	05400513	2012-02-22	137	A
USGS	05400513	2012-02-23	139	A
USGS	05400513	2012-02-24	138	A
USGS	05400513	2012-02-25	136	A:e
USGS	05400513	2012-02-26	135	A:e
USGS	05400513	2012-02-27	134	A:e
USGS	05400513	2012-02-28	133	A
USGS	05400513	2012-02-29	136	A
USGS	05400513	2012-03-01	157	A
USGS	05400513	2012-03-02	153	A
USGS	05400513	2012-03-03	152	A
USGS	05400513	2012-03-04	150	A
USGS	05400513	2012-03-05	148	A
USGS	05400513	2012-03-06	147	A
USGS	05400513	2012-03-07	166	A
USGS	05400513	2012-03-08	219	A
USGS	05400513	2012-03-09	265	A
USGS	05400513	2012-03-10	199	A
USGS	05400513	2012-03-11	247	A
USGS	05400513	2012-03-12	248	A
USGS	05400513	2012-03-13	308	A
USGS	05400513	2012-03-14	334	A
USGS	05400513	2012-03-15	350	A
USGS	05400513	2012-03-16	355	A
USGS	05400513	2012-03-17	347	A
USGS	05400513	2012-03-18	339	A
USGS	05400513	2012-03-19	324	A
USGS	05400513	2012-03-20	312	A
USGS	05400513	2012-03-21	299	A
USGS	05400513	2012-03-22	292	A
USGS	05400513	2012-03-23	287	A
USGS	05400513	2012-03-24	282	A
USGS	05400513	2012-03-25	271	A
USGS	05400513	2012-03-26	272	A
USGS	05400513	2012-03-27	258	A
USGS	05400513	2012-03-28	237	A
USGS	05400513	2012-03-29	229	A
USGS	05400513	2012-03-30	228	A
USGS	05400513	2012-03-31	228	A
USGS	05400513	2012-04-01	250	A
USGS	05400513	2012-04-02	221	A
USGS	05400513	2012-04-03	221	A
USGS	05400513	2012-04-04	224	A
USGS	05400513	2012-04-05	212	A
USGS	05400513	2012-04-06	200	A
USGS	05400513	2012-04-07	197	A
USGS	05400513	2012-04-08	175	A
USGS	05400513	2012-04-09	194	A
USGS	05400513	2012-04-10	179	A
USGS	05400513	2012-04-11	180	A
USGS	05400513	2012-04-12	176	A
USGS	05400513	2012-04-13	171	A
USGS	05400513	2012-04-14	168	A
USGS	05400513	2012-04-15	170	A
USGS	05400513	2012-04-16	175	A
USGS	05400513	2012-04-17	181	A
USGS	05400513	2012-04-18	179	A
USGS	05400513	2012-04-19	185	A
USGS	05400513	2012-04-20	222	A
USGS	05400513	2012-04-21	266	A
USGS	05400513	2012-04-22	260	A
USGS	05400513	2012-04-23	236	A
USGS	05400513	2012-04-24	226	A
USGS	05400513	2012-04-25	193	A
USGS	05400513	2012-04-26	178	A
USGS	05400513	2012-04-27	185	A
USGS	05400513	2012-04-28	178	A
USGS	05400513	2012-04-29	172	A
USGS	05400513	2012-04-30	174	A
USGS	05400513	2012-05-01	178	A
USGS	05400513	2012-05-02	190	A
USGS	05400513	2012-05-03	240	A
USGS	05400513	2012-05-04	280	A
USGS	05400513	2012-05-05	268	A
USGS	05400513	2012-05-06	273	A
USGS	05400513	2012-05-07	289	A
USGS	05400513	2012-05-08	299	A
USGS	05400513	2012-05-09	299	A
USGS	05400513	2012-05-10	292	A
USGS	05400513	2012-05-11	278	A
USGS	05400513	2012-05-12	248	A
USGS	05400513	2012-05-13	201	A
USGS	05400513	2012-05-14	203	A
USGS	05400513	2012-05-15	191	A
USGS	05400513	2012-05-16	181	A
USGS	05400513	2012-05-17	169	A
USGS	05400513	2012-05-18	170	A
USGS	05400513	2012-05-19	165	A
USGS	05400513	2012-05-20	159	A
USGS	05400513	2012-05-21	152	A
USGS	05400513	2012-05-22	146	A
USGS	05400513	2012-05-23	137	A
USGS	05400513	2012-05-24	137	A
USGS	05400513	2012-05-25	147	A
USGS	05400513	2012-05-26	156	A
USGS	05400513	2012-05-27	160	A
USGS	05400513	2012-05-28	164	A
USGS	05400513	2012-05-29	156	A
USGS	05400513	2012-05-30	154	A
USGS	05400513	2012-05-31	148	A
USGS	05400513	2012-06-01	137	A
USGS	05400513	2012-06-02	138	A
USGS	05400513	2012-06-03	134	A
USGS	05400513	2012-06-04	131	A
USGS	05400513	2012-06-05	131	A
USGS	05400513	2012-06-06	129	A
USGS	05400513	2012-06-07	129	A
USGS	05400513	2012-06-08	128	A
USGS	05400513	2012-06-09	124	A
USGS	05400513	2012-06-10	118	A
USGS	05400513	2012-06-11	115	A
USGS	05400513	2012-06-12	115	A
USGS	05400513	2012-06-13	113	A
USGS	05400513	2012-06-14	113	A
USGS	05400513	2012-06-15	114	A
USGS	05400513	2012-06-16	116	A
USGS	05400513	2012-06-17	118	A
USGS	05400513	2012-06-18	136	A
USGS	05400513	2012-06-19	149	A
USGS	05400513	2012-06-20	148	A
USGS	05400513	2012-06-21	178	A
USGS	05400513	2012-06-22	167	A
USGS	05400513	2012-06-23	150	A
USGS	05400513	2012-06-24	148	A
USGS	05400513	2012-06-25	141	A
USGS	05400513	2012-06-26	124	A
USGS	05400513	2012-06-27	116	A
USGS	05400513	2012-06-28	114	A
USGS	05400513	2012-06-29	111	A
USGS	05400513	2012-06-30	108	A
USGS	05400513	2012-07-01	105	A
USGS	05400513	2012-07-02	104	A
USGS	05400513	2012-07-03	102	A
USGS	05400513	2012-07-04	103	A
USGS	05400513	2012-07-05	105	A
USGS	05400513	2012-07-06	109	A
USGS	05400513	2012-07-07	100	A
USGS	05400513	2012-07-08	99	A
USGS	05400513	2012-07-09	97	A
USGS	05400513	2012-07-10	93	A
USGS	05400513	2012-07-11	92	A
USGS	05400513	2012-07-12	91	A
USGS	05400513	2012-07-13	91	A
USGS	05400513	2012-07-14	93	A
USGS	05400513	2012-07-15	92	A
USGS	05400513	2012-07-16	90	A
USGS	05400513	2012-07-17	88	A
USGS	05400513	2012-07-18	88	A
USGS	05400513	2012-07-19	93	A
USGS	05400513	2012-07-20	98	A
USGS	05400513	2012-07-21	105	A
USGS	05400513	2012-07-22	105	A
USGS	05400513	2012-07-23	95	A
USGS	05400513	2012-07-24	89	A
USGS	05400513	2012-07-25	86	A
USGS	05400513	2012-07-26	84	A
USGS	05400513	2012-07-27	84	A
USGS	05400513	2012-07-28	84	A
USGS	05400513	2012-07-29	84	A
USGS	05400513	2012-07-30	82	A
USGS	05400513	2012-07-31	85	A
USGS	05400513	2012-08-01	86	A
USGS	05400513	2012-08-02	84	A
USGS	05400513	2012-08-03	82	A
USGS	05400513	2012-08-04	81	A
USGS	05400513	2012-08-05	81	A
USGS	05400513	2012-08-06	81	A
USGS	05400513	2012-08-07	80	A
USGS	05400513	2012-08-08	79	A
USGS	05400513	2012-08-09	104	A
USGS	05400513	2012-08-10	93	A
USGS	05400513	2012-08-11	96	A
USGS	05400513	2012-08-12	98	A
USGS	05400513	2012-08-13	90	A
USGS	05400513	2012-08-14	85	A
USGS	05400513	2012-08-15	85	A
USGS	05400513	2012-08-16	86	A
USGS	05400513	2012-08-17	84	A
USGS	05400513	2012-08-18	84	A
USGS	05400513	2012-08-19	83	A
USGS	05400513	2012-08-20	81	A
USGS	05400513	2012-08-21	80	A
USGS	05400513	2012-08-22	79	A
USGS	05400513	2012-08-23	77	A
USGS	05400513	2012-08-24	76	A
USGS	05400513	2012-08-25	76	A
USGS	05400513	2012-08-26	81	A
USGS	05400513	2012-08-27	81	A
USGS	05400513	2012-08-28	83	A
USGS	05400513	2012-08-29	83	A
USGS	05400513	2012-08-30	81	A
USGS	05400513	2012-08-31	80	A
USGS	05400513	2012-09-01	80	A
USGS	05400513	2012-09-02	78	A
USGS	05400513	2012-09-03	77	A
USGS	05400513	2012-09-04	76	A
USGS	05400513	2012-09-05	77	A
USGS	05400513	2012-09-06	80	A
USGS	05400513	2012-09-07	88	A
USGS	05400513	2012-09-08	86	A
USGS	05400513	2012-09-09	86	A
USGS	05400513	2012-09-10	89	A
USGS	05400513	2012-09-11	87	A
USGS	05400513	2012-09-12	86	A
USGS	05400513	2012-09-13	85	A
USGS	05400513	2012-09-14	84	A
USGS	05400513	2012-09-15	83	A
USGS	05400513	2012-09-16	83	A
USGS	05400513	2012-09-17	83	A
USGS	05400513	2012-09-18	85	A
USGS	05400513	2012-09-19	85	A
USGS	05400513	2012-09-20	92	A
USGS	05400513	2012-09-21	102	A
USGS	05400513	2012-09-22	100	A
USGS	05400513	2012-09-23	94	A
USGS	05400513	2012-09-24	89	A
USGS	05400513	2012-09-25	88	A
USGS	05400513	2012-09-26	87	A
USGS	05400513	2012-09-27	87	A
USGS	05400513	2012-09-28	87	A
USGS	05400513	2012-09-29	86	A
USGS	05400513	2012-09-30	85	A
USGS	05400513	2012-10-01	85	A
USGS	05400513	2012-10-02	83	A
USGS	05400513	2012-10-03	81	A
USGS	05400513	2012-10-04	80	A
USGS	05400513	2012-10-05	81	A
USGS	05400513	2012-10-06	81	A
USGS	05400513	2012-10-07	74	A
USGS	05400513	2012-10-08	64	A
USGS	05400513	2012-10-09	65	A
USGS	05400513	2012-10-10	74	A
USGS	05400513	2012-10-11	79	A
USGS	05400513	2012-10-12	84	A
USGS	05400513	2012-10-13	100	A
USGS	05400513	2012-10-14	148	A
USGS	05400513	2012-10-15	148	A
USGS	05400513	2012-10-16	132	A
USGS	05400513	2012-10-17	130	A
USGS	05400513	2012-10-18	133	A
USGS	05400513	2012-10-19	129	A
USGS	05400513	2012-10-20	128	A
USGS	05400513	2012-10-21	128	A
USGS	05400513	2012-10-22	126	A
USGS	05400513	2012-10-23	117	A
USGS	05400513	2012-10-24	113	A
USGS	05400513	2012-10-25	115	A
USGS	05400513	2012-10-26	120	A
USGS	05400513	2012-10-27	127	A
USGS	05400513	2012-10-28	129	A
USGS	05400513	2012-10-29	132	A
USGS	05400513	2012-10-30	125	A
USGS	05400513	2012-10-31	119	A
USGS	05400513	2012-11-01	118	A
USGS	05400513	2012-11-02	116	A
USGS	05400513	2012-11-03	115	A
USGS	05400513	2012-11-04	110	A
USGS	05400513	2012-11-05	108	A
USGS	05400513	2012-11-06	108	A
USGS	05400513	2012-11-07	107	A
USGS	05400513	2012-11-08	107	A
USGS	05400513	2012-11-09	109	A
USGS	05400513	2012-11-10	112	A
USGS	05400513	2012-11-11	117	A
USGS	05400513	2012-11-12	133	A
USGS	05400513	2012-11-13	139	A
USGS	05400513	2012-11-14	137	A
USGS	05400513	2012-11-15	133	A
USGS	05400513	2012-11-16	129	A
USGS	05400513	2012-11-17	122	A
USGS	05400513	2012-11-18	115	A
USGS	05400513	2012-11-19	114	A
USGS	05400513	2012-11-20	114	A
USGS	05400513	2012-11-21	116	A
USGS	05400513	2012-11-22	114	A
USGS	05400513	2012-11-23	111	A
USGS	05400513	2012-11-24	112	A
USGS	05400513	2012-11-25	111	A
USGS	05400513	2012-11-26	110	A
USGS	05400513	2012-11-27	103	A:e
USGS	05400513	2012-11-28	93	A
USGS	05400513	2012-11-29	98	A
USGS	05400513	2012-11-30	120	A
USGS	05400513	2012-12-01	109	A
USGS	05400513	2012-12-02	107	A
USGS	05400513	2012-12-03	108	A
USGS	05400513	2012-12-04	109	A
USGS	05400513	2012-12-05	111	A
USGS	05400513	2012-12-06	110	A
USGS	05400513	2012-12-07	107	A
USGS	05400513	2012-12-08	107	A
USGS	05400513	2012-12-09	107	A
USGS	05400513	2012-12-10	106	A
USGS	05400513	2012-12-11	104	A
USGS	05400513	2012-12-12	107	A
USGS	05400513	2012-12-13	100	A
USGS	05400513	2012-12-14	105	A
USGS	05400513	2012-12-15	110	A
USGS	05400513	2012-12-16	122	A
USGS	05400513	2012-12-17	134	A
USGS	05400513	2012-12-18	128	A
USGS	05400513	2012-12-19	123	A
USGS	05400513	2012-12-20	117	A
USGS	05400513	2012-12-21	107	A
USGS	05400513	2012-12-22	102	A:e
USGS	05400513	2012-12-23	100	A:e
USGS	05400513	2012-12-24	96	A:e
USGS	05400513	2012-12-25	94	A:e
USGS	05400513	2012-12-26	94	A:e
USGS	05400513	2012-12-27	93	A:e
USGS	05400513	2012-12-28	93	A:e
USGS	05400513	2012-12-29	92	A:e
USGS	05400513	2012-12-30	92	A:e
USGS	05400513	2012-12-31	92	A:e
USGS	05400513	2013-01-01	91	A:e
USGS	05400513	2013-01-02	91	A:e
USGS	05400513	2013-01-03	91	A:e
USGS	05400513	2013-01-04	91	A:e
USGS	05400513	2013-01-05	92	A:e
USGS	05400513	2013-01-06	92	A:e
USGS	05400513	2013-01-07	91	A:e
USGS	05400513	2013-01-08	91	A:e
USGS	05400513	2013-01-09	90	A:e
USGS	05400513	2013-01-10	91	A:e
USGS	05400513	2013-01-11	91	A:e
USGS	05400513	2013-01-12	104	A:e
USGS	05400513	2013-01-13	105	A:e
USGS	05400513	2013-01-14	102	A:e
USGS	05400513	2013-01-15	100	A:e
USGS	05400513	2013-01-16	97	A:e
USGS	05400513	2013-01-17	97	A:e
USGS	05400513	2013-01-18	95	A:e
USGS	05400513	2013-01-19	93	A:e
USGS	05400513	2013-01-20	92	A:e
USGS	05400513	2013-01-21	91	A:e
USGS	05400513	2013-01-22	89	A:e
USGS	05400513	2013-01-23	89	A:e
USGS	05400513	2013-01-24	88	A:e
USGS	05400513	2013-01-25	87	A:e
USGS	05400513	2013-01-26	87	A:e
USGS	05400513	2013-01-27	86	A:e
USGS	05400513	2013-01-28	84	A:e
USGS	05400513	2013-01-29	84	A:e
USGS	05400513	2013-01-30	82	A:e
USGS	05400513	2013-01-31	83	A:e
USGS	05400513	2013-02-01	84	A:e
USGS	05400513	2013-02-02	84	A:e
USGS	05400513	2013-02-03	84	A:e
USGS	05400513	2013-02-04	84	A:e
USGS	05400513	2013-02-05	84	A:e
USGS	05400513	2013-02-06	84	A:e
USGS	05400513	2013-02-07	87	A:e
USGS	05400513	2013-02-08	87	A:e
USGS	05400513	2013-02-09	88	A:e
USGS	05400513	2013-02-10	90	A:e
USGS	05400513	2013-02-11	93	A
USGS	05400513	2013-02-12	91	A
USGS	05400513	2013-02-13	91	A:e
USGS	05400513	2013-02-14	91	A
USGS	05400513	2013-02-15	89	A:e
USGS	05400513	2013-02-16	90	A:e
USGS	05400513	2013-02-17	90	A:e
USGS	05400513	2013-02-18	93	A:e
USGS	05400513	2013-02-19	93	A:e
USGS	05400513	2013-02-20	89	A:e
USGS	05400513	2013-02-21	88	A:e
USGS	05400513	2013-02-22	88	A:e
USGS	05400513	2013-02-23	87	A:e
USGS	05400513	2013-02-24	83	A
USGS	05400513	2013-02-25	85	A:e
USGS	05400513	2013-02-26	88	A:e
USGS	05400513	2013-02-27	89	A
USGS	05400513	2013-02-28	89	A
USGS	05400513	2013-03-01	90	A:e
USGS	05400513	2013-03-02	90	A:e
USGS	05400513	2013-03-03	91	A:e
USGS	05400513	2013-03-04	90	A:e
USGS	05400513	2013-03-05	90	A
USGS	05400513	2013-03-06	89	A
USGS	05400513	2013-03-07	91	A:e
USGS	05400513	2013-03-08	92	A:e
USGS	05400513	2013-03-09	93	A
USGS	05400513	2013-03-10	93	A
USGS	05400513	2013-03-11	94	A:e
USGS	05400513	2013-03-12	94	A:e
USGS	05400513	2013-03-13	93	A:e
USGS	05400513	2013-03-14	93	A:e
USGS	05400513	2013-03-15	91	A:e
USGS	05400513	2013-03-16	91	A:e
USGS	05400513	2013-03-17	89	A:e
USGS	05400513	2013-03-18	90	A:e
USGS	05400513	2013-03-19	89	A:e
USGS	05400513	2013-03-20	88	A:e
USGS	05400513	2013-03-21	87	A:e
USGS	05400513	2013-03-22	86	A:e
USGS	05400513	2013-03-23	85	A:e
USGS	05400513	2013-03-24	86	A:e
USGS	05400513	2013-03-25	97	A:e
USGS	05400513	2013-03-26	103	A
USGS	05400513	2013-03-27	102	A
USGS	05400513	2013-03-28	104	A
USGS	05400513	2013-03-29	106	A
USGS	05400513	2013-03-30	115	A
USGS	05400513	2013-03-31	135	A
USGS	05400513	2013-04-01	137	A
USGS	05400513	2013-04-02	143	A
USGS	05400513	2013-04-03	144	A
USGS	05400513	2013-04-04	145	A
USGS	05400513	2013-04-05	160	A
USGS	05400513	2013-04-06	192	A
USGS	05400513	2013-04-07	229	A
USGS	05400513	2013-04-08	269	A
USGS	05400513	2013-04-09	313	A
USGS	05400513	2013-04-10	380	A
USGS	05400513	2013-04-11	403	A
USGS	05400513	2013-04-12	388	A
USGS	05400513	2013-04-13	354	A
USGS	05400513	2013-04-14	338	A
USGS	05400513	2013-04-15	341	A
USGS	05400513	2013-04-16	374	A
USGS	05400513	2013-04-17	408	A
USGS	05400513	2013-04-18	417	A
USGS	05400513	2013-04-19	423	A
USGS	05400513	2013-04-20	427	A
USGS	05400513	2013-04-21	413	A
USGS	05400513	2013-04-22	411	A
USGS	05400513	2013-04-23	405	A
USGS	05400513	2013-04-24	410	A
USGS	05400513	2013-04-25	406	A
USGS	05400513	2013-04-26	417	A
USGS	05400513	2013-04-27	422	A
USGS	05400513	2013-04-28	430	A
USGS	05400513	2013-04-29	431	A
USGS	05400513	2013-04-30	433	A
USGS	05400513	2013-05-01	426	A
USGS	05400513	2013-05-02	415	A
USGS	05400513	2013-05-03	398	A
USGS	05400513	2013-05-04	377	A
USGS	05400513	2013-05-05	363	A
USGS	05400513	2013-05-06	333	A
USGS	05400513	2013-05-07	324	A
USGS	05400513	2013-05-08	308	A
USGS	05400513	2013-05-09	295	A
USGS	05400513	2013-05-10	268	A
USGS	05400513	2013-05-11	263	A
USGS	05400513	2013-05-12	269	A
USGS	05400513	2013-05-13	247	A
USGS	05400513	2013-05-14	214	A
USGS	05400513	2013-05-15	207	A
USGS	05400513	2013-05-16	202	A
USGS	05400513	2013-05-17	193	A
USGS	05400513	2013-05-18	187	A
USGS	05400513	2013-05-19	183	A
USGS	05400513	2013-05-20	182	A
USGS	05400513	2013-05-21	181	A
USGS	05400513	2013-05-22	198	A
USGS	05400513	2013-05-23	260	A
USGS	05400513	2013-05-24	293	A
USGS	05400513	2013-05-25	261	A
USGS	05400513	2013-05-26	262	A
USGS	05400513	2013-05-27	249	A
USGS	05400513	2013-05-28	227	A
USGS	05400513	2013-05-29	221	A
USGS	05400513	2013-05-30	258	A
USGS	05400513	2013-05-31	328	A
USGS	05400513	2013-06-01	320	A
USGS	05400513	2013-06-02	319	A
USGS	05400513	2013-06-03	298	A
USGS	05400513	2013-06-04	271	A
USGS	05400513	2013-06-05	257	A
USGS	05400513	2013-06-06	272	A
USGS	05400513	2013-06-07	293	A
USGS	05400513	2013-06-08	292	A
USGS	05400513	2013-06-09	305	A
USGS	05400513	2013-06-10	308	A
USGS	05400513	2013-06-11	292	A
USGS	05400513	2013-06-12	273	A
USGS	05400513	2013-06-13	251	A
USGS	05400513	2013-06-14	220	A
USGS	05400513	2013-06-15	217	A
USGS	05400513	2013-06-16	262	A
USGS	05400513	2013-06-17	272	A
USGS	05400513	2013-06-18	235	A
USGS	05400513	2013-06-19	209	A
USGS	05400513	2013-06-20	195	A
USGS	05400513	2013-06-21	206	A
USGS	05400513	2013-06-22	230	A
USGS	05400513	2013-06-23	276	A
USGS	05400513	2013-06-24	276	A
USGS	05400513	2013-06-25	263	A
USGS	05400513	2013-06-26	225	A
USGS	05400513	2013-06-27	211	A
USGS	05400513	2013-06-28	212	A
USGS	05400513	2013-06-29	206	A
USGS	05400513	2013-06-30	192	A
USGS	05400513	2013-07-01	193	A
USGS	05400513	2013-07-02	195	A
USGS	05400513	2013-07-03	194	A
USGS	05400513	2013-07-04	177	A
USGS	05400513	2013-07-05	161	A
USGS	05400513	2013-07-06	158	A
USGS	05400513	2013-07-07	154	A
USGS	05400513	2013-07-08	184	A
USGS	05400513	2013-07-09	276	A
USGS	05400513	2013-07-10	240	A
USGS	05400513	2013-07-11	198	A
USGS	05400513	2013-07-12	195	A
USGS	05400513	2013-07-13	157	A
USGS	05400513	2013-07-14	164	A
USGS	05400513	2013-07-15	152	A
USGS	05400513	2013-07-16	148	A
USGS	05400513	2013-07-17	141	A
USGS	05400513	2013-07-18	135	A
USGS	05400513	2013-07-19	131	A
USGS	05400513	2013-07-20	128	A
USGS	05400513	2013-07-21	131	A
USGS	05400513	2013-07-22	131	A
USGS	05400513	2013-07-23	130	A
USGS	05400513	2013-07-24	128	A
USGS	05400513	2013-07-25	128	A
USGS	05400513	2013-07-26	130	A
USGS	05400513	2013-07-27	130	A
USGS	05400513	2013-07-28	139	A
USGS	05400513	2013-07-29	135	A
USGS	05400513	2013-07-30	130	A
USGS	05400513	2013-07-31	130	A
USGS	05400513	2013-08-01	129	A
USGS	05400513	2013-08-02	130	A
USGS	05400513	2013-08-03	123	A
USGS	05400513	2013-08-04	120	A
USGS	05400513	2013-08-05	120	A
USGS	05400513	2013-08-06	116	A
USGS	05400513	2013-08-07	147	A
USGS	05400513	2013-08-08	153	A
USGS	05400513	2013-08-09	145	A
USGS	05400513	2013-08-10	134	A
USGS	05400513	2013-08-11	132	A
USGS	05400513	2013-08-12	127	A
USGS	05400513	2013-08-13	124	A
USGS	05400513	2013-08-14	122	A
USGS	05400513	2013-08-15	116	A
USGS	05400513	2013-08-16	113	A
USGS	05400513	2013-08-17	108	A
USGS	05400513	2013-08-18	105	A
USGS	05400513	2013-08-19	106	A
USGS	05400513	2013-08-20	108	A
USGS	05400513	2013-08-21	113	A
USGS	05400513	2013-08-22	125	A
USGS	05400513	2013-08-23	120	A
USGS	05400513	2013-08-24	118	A
USGS	05400513	2013-08-25	118	A
USGS	05400513	2013-08-26	124	A
USGS	05400513	2013-08-27	130	A
USGS	05400513	2013-08-28	133	A
USGS	05400513	2013-08-29	132	A
USGS	05400513	2013-08-30	123	A
USGS	05400513	2013-08-31	119	A
USGS	05400513	2013-09-01	121	A
USGS	05400513	2013-09-02	138	A
USGS	05400513	2013-09-03	139	A
USGS	05400513	2013-09-04	126	A
USGS	05400513	2013-09-05	123	A
USGS	05400513	2013-09-06	123	A
USGS	05400513	2013-09-07	118	A
USGS	05400513	2013-09-08	118	A
USGS	05400513	2013-09-09	118	A
USGS	05400513	2013-09-10	112	A
USGS	05400513	2013-09-11	112	A
USGS	05400513	2013-09-12	111	A
USGS	05400513	2013-09-13	110	A
USGS	05400513	2013-09-14	109	A
USGS	05400513	2013-09-15	119	A
USGS	05400513	2013-09-16	126	A
USGS	05400513	2013-09-17	123	A
USGS	05400513	2013-09-18	126	A
USGS	05400513	2013-09-19	132	A
USGS	05400513	2013-09-20	140	A
USGS	05400513	2013-09-21	139	A:e
USGS	05400513	2013-09-22	136	A:e
USGS	05400513	2013-09-23	133	A:e
USGS	05400513	2013-09-24	129	A:e
USGS	05400513	2013-09-25	126	A
USGS	05400513	2013-09-26	123	A
USGS	05400513	2013-09-27	120	A
USGS	05400513	2013-09-28	121	A
USGS	05400513	2013-09-29	124	A
USGS	05400513	2013-09-30	123	A
USGS	05400513	2013-10-01	123	A
USGS	05400513	2013-10-02	122	A
USGS	05400513	2013-10-03	123	A
USGS	05400513	2013-10-04	139	A
USGS	05400513	2013-10-05	172	A
USGS	05400513	2013-10-06	238	A
USGS	05400513	2013-10-07	218	A
USGS	05400513	2013-10-08	225	A
USGS	05400513	2013-10-09	218	A
USGS	05400513	2013-10-10	199	A
USGS	05400513	2013-10-11	171	A
USGS	05400513	2013-10-12	151	A
USGS	05400513	2013-10-13	145	A
USGS	05400513	2013-10-14	136	A
USGS	05400513	2013-10-15	145	A
USGS	05400513	2013-10-16	155	A
USGS	05400513	2013-10-17	166	A
USGS	05400513	2013-10-18	202	A
USGS	05400513	2013-10-19	138	A
USGS	05400513	2013-10-20	147	A
USGS	05400513	2013-10-21	154	A
USGS	05400513	2013-10-22	148	A
USGS	05400513	2013-10-23	146	A
USGS	05400513	2013-10-24	141	A
USGS	05400513	2013-10-25	136	A
USGS	05400513	2013-10-26	131	A
USGS	05400513	2013-10-27	131	A
USGS	05400513	2013-10-28	129	A
USGS	05400513	2013-10-29	128	A
USGS	05400513	2013-10-30	124	A
USGS	05400513	2013-10-31	123	A
USGS	05400513	2013-11-01	126	A
USGS	05400513	2013-11-02	135	A
USGS	05400513	2013-11-03	134	A
USGS	05400513	2013-11-04	133	A
USGS	05400513	2013-11-05	134	A
USGS	05400513	2013-11-06	167	A
USGS	05400513	2013-11-07	206	A
USGS	05400513	2013-11-08	188	A
USGS	05400513	2013-11-09	193	A
USGS	05400513	2013-11-10	199	A
USGS	05400513	2013-11-11	177	A
USGS	05400513	2013-11-12	158	A
USGS	05400513	2013-11-13	154	A
USGS	05400513	2013-11-14	145	A
USGS	05400513	2013-11-15	146	A
USGS	05400513	2013-11-16	153	A
USGS	05400513	2013-11-17	206	A
USGS	05400513	2013-11-18	155	A
USGS	05400513	2013-11-19	184	A
USGS	05400513	2013-11-20	182	A
USGS	05400513	2013-11-21	156	A
USGS	05400513	2013-11-22	183	A
USGS	05400513	2013-11-23	143	A
USGS	05400513	2013-11-24	172	A
USGS	05400513	2013-11-25	123	A
USGS	05400513	2013-11-26	108	A
USGS	05400513	2013-11-27	131	A
USGS	05400513	2013-11-28	119	A
USGS	05400513	2013-11-29	133	A
USGS	05400513	2013-11-30	126	A
USGS	05400513	2013-12-01	133	A
USGS	05400513	2013-12-02	134	A
USGS	05400513	2013-12-03	135	A
USGS	05400513	2013-12-04	Dis	P
USGS	05400513	2013-12-05	Dis	P
USGS	05400513	2013-12-06	Dis	P
USGS	05400513	2013-12-07	Dis	P
USGS	05400513	2013-12-08	Dis	P
USGS	05400513	2013-12-09	Dis	P
USGS	05400513	2013-12-10	Dis	P
USGS	05400513	2013-12-11	Dis	P
USGS	05400513	2013-12-12	Dis	P
USGS	05400513	2013-12-13	Dis	P
USGS	05400513	2013-12-14	Dis	P
USGS	05400513	2013-12-15	Dis	P
USGS	05400513	2013-12-16	Dis	P
USGS	05400513	2013-12-17	Dis	P
USGS	05400513	2013-12-18	Dis	P
USGS	05400513	2013-12-19	Dis	P
USGS	05400513	2013-12-20	Dis	P
USGS	05400513	2013-12-21	Dis	P
USGS	05400513	2013-12-22	Dis	P
