# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-03-19 13:48:30 -04:00	(natwebvaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09380000 COLORADO RIVER AT LEES FERRY, AZ
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 09380000
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    5188        00060        00003      6128           Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been edited or estimated by USGS personnel and is write protected.
#     <  Actual value is known to be less than reported value and is write protected.
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	5188_00060_00003	5188_00060_00003_cd
USGS	09380000	1942-06-17	77000	A
USGS	09380000	1942-06-18	70600	A
USGS	09380000	1942-06-19	65300	A
USGS	09380000	1942-06-20	64600	A
USGS	09380000	1942-06-21	66100	A
USGS	09380000	1942-06-22	66200	A
USGS	09380000	1942-06-23	64700	A
USGS	09380000	1942-06-24	60400	A
USGS	09380000	1942-06-25	56000	A
USGS	09380000	1942-06-26	51200	A
USGS	09380000	1942-06-27	47900	A
USGS	09380000	1942-06-28	44600	A
USGS	09380000	1942-06-29	41300	A
USGS	09380000	1942-06-30	38600	A
USGS	09380000	1942-07-01	35900	A
USGS	09380000	1942-07-02	32500	A
USGS	09380000	1942-07-03	30600	A
USGS	09380000	1942-07-04	29800	A
USGS	09380000	1942-07-05	29000	A
USGS	09380000	1942-07-06	27900	A
USGS	09380000	1942-07-07	26600	A
USGS	09380000	1942-07-08	24900	A
USGS	09380000	1942-07-09	23900	A
USGS	09380000	1942-07-10	23200	A
USGS	09380000	1942-07-11	22500	A
USGS	09380000	1942-07-12	21700	A
USGS	09380000	1942-07-13	21100	A
USGS	09380000	1942-07-14	20400	A
USGS	09380000	1942-07-15	19400	A
USGS	09380000	1942-07-16	18800	A
USGS	09380000	1942-07-17	20000	A
USGS	09380000	1942-07-18	19900	A
USGS	09380000	1942-07-19	19000	A
USGS	09380000	1942-07-20	18400	A
USGS	09380000	1942-07-21	19800	A
USGS	09380000	1942-07-22	20400	A
USGS	09380000	1942-07-23	19800	A
USGS	09380000	1942-07-24	18200	A
USGS	09380000	1942-07-25	16500	A
USGS	09380000	1942-07-26	15700	A
USGS	09380000	1942-07-27	15300	A
USGS	09380000	1942-07-28	14400	A
USGS	09380000	1942-07-29	13500	A
USGS	09380000	1942-07-30	12800	A
USGS	09380000	1942-07-31	12000	A
USGS	09380000	1942-08-01	11300	A
USGS	09380000	1942-08-02	10700	A
USGS	09380000	1942-08-03	10000	A
USGS	09380000	1942-08-04	9580	A
USGS	09380000	1942-08-05	9220	A
USGS	09380000	1942-08-06	9060	A
USGS	09380000	1942-08-07	9020	A
USGS	09380000	1942-08-08	9020	A
USGS	09380000	1942-08-09	9140	A
USGS	09380000	1942-08-10	8860	A
USGS	09380000	1942-08-11	8330	A
USGS	09380000	1942-08-12	8060	A
USGS	09380000	1942-08-13	8140	A
USGS	09380000	1942-08-14	7660	A
USGS	09380000	1942-08-15	7340	A
USGS	09380000	1942-08-16	7070	A
USGS	09380000	1942-08-17	7280	A
USGS	09380000	1942-08-18	7070	A
USGS	09380000	1942-08-19	7100	A
USGS	09380000	1942-08-20	7000	A
USGS	09380000	1942-08-21	6800	A
USGS	09380000	1942-08-22	6400	A
USGS	09380000	1942-08-23	5930	A
USGS	09380000	1942-08-24	5610	A
USGS	09380000	1942-08-25	5270	A
USGS	09380000	1942-08-26	4930	A
USGS	09380000	1942-08-27	4820	A
USGS	09380000	1942-08-28	4570	A
USGS	09380000	1942-08-29	4600	A
USGS	09380000	1942-08-30	4420	A
USGS	09380000	1942-08-31	4470	A
USGS	09380000	1942-09-01	4570	A
USGS	09380000	1942-09-02	4670	A
USGS	09380000	1942-09-03	4540	A
USGS	09380000	1942-09-04	4570	A
USGS	09380000	1942-09-05	4640	A
USGS	09380000	1942-09-06	4400	A
USGS	09380000	1942-09-07	4330	A
USGS	09380000	1942-09-08	4090	A
USGS	09380000	1942-09-09	3990	A
USGS	09380000	1942-09-10	3790	A
USGS	09380000	1942-09-11	3720	A
USGS	09380000	1942-09-12	3880	A
USGS	09380000	1942-09-13	4230	A
USGS	09380000	1942-09-14	5030	A
USGS	09380000	1942-09-15	4570	A
USGS	09380000	1942-09-16	4350	A
USGS	09380000	1942-09-17	5030	A
USGS	09380000	1942-09-18	5700	A
USGS	09380000	1942-09-19	5640	A
USGS	09380000	1942-09-20	5380	A
USGS	09380000	1942-09-21	5410	A
USGS	09380000	1942-09-22	5160	A
USGS	09380000	1942-09-23	4850	A
USGS	09380000	1942-09-24	4740	A
USGS	09380000	1942-09-25	4570	A
USGS	09380000	1942-09-26	4500	A
USGS	09380000	1942-09-27	4570	A
USGS	09380000	1942-09-28	4670	A
USGS	09380000	1942-09-29	4620	A
USGS	09380000	1942-09-30	4570	A
USGS	09380000	1942-10-01	4520	A
USGS	09380000	1942-10-02	4500	A
USGS	09380000	1942-10-03	4470	A
USGS	09380000	1942-10-04	4450	A
USGS	09380000	1942-10-05	4470	A
USGS	09380000	1942-10-06	4470	A
USGS	09380000	1942-10-07	4450	A
USGS	09380000	1942-10-08	4350	A
USGS	09380000	1942-10-09	4260	A
USGS	09380000	1942-10-10	4350	A
USGS	09380000	1942-10-11	5190	A
USGS	09380000	1942-10-12	5440	A
USGS	09380000	1942-10-13	4950	A
USGS	09380000	1942-10-14	4850	A
USGS	09380000	1942-10-15	6090	A
USGS	09380000	1942-10-16	5610	A
USGS	09380000	1942-10-17	5720	A
USGS	09380000	1942-10-18	5900	A
USGS	09380000	1942-10-19	5720	A
USGS	09380000	1942-10-20	6240	A
USGS	09380000	1942-10-21	6440	A
USGS	09380000	1942-10-22	6830	A
USGS	09380000	1942-10-23	6630	A
USGS	09380000	1942-10-24	6240	A
USGS	09380000	1942-10-25	6020	A
USGS	09380000	1942-10-26	5930	A
USGS	09380000	1942-10-27	6090	A
USGS	09380000	1942-10-28	6120	A
USGS	09380000	1942-10-29	6180	A
USGS	09380000	1942-10-30	6120	A
USGS	09380000	1942-10-31	5930	A
USGS	09380000	1942-11-01	5720	A
USGS	09380000	1942-11-02	5810	A
USGS	09380000	1942-11-03	6020	A
USGS	09380000	1942-11-04	6120	A
USGS	09380000	1942-11-05	6280	A
USGS	09380000	1942-11-06	6470	A
USGS	09380000	1942-11-07	6310	A
USGS	09380000	1942-11-08	6240	A
USGS	09380000	1942-11-09	6310	A
USGS	09380000	1942-11-10	6700	A
USGS	09380000	1942-11-11	6630	A
USGS	09380000	1942-11-12	6150	A
USGS	09380000	1942-11-13	6180	A
USGS	09380000	1942-11-14	6240	A
USGS	09380000	1942-11-15	6180	A
USGS	09380000	1942-11-16	6150	A
USGS	09380000	1942-11-17	6150	A
USGS	09380000	1942-11-18	6060	A
USGS	09380000	1942-11-19	5810	A
USGS	09380000	1942-11-20	5810	A
USGS	09380000	1942-11-21	6090	A
USGS	09380000	1942-11-22	6180	A
USGS	09380000	1942-11-23	6440	A
USGS	09380000	1942-11-24	6530	A
USGS	09380000	1942-11-25	6400	A
USGS	09380000	1942-11-26	6310	A
USGS	09380000	1942-11-27	6370	A
USGS	09380000	1942-11-28	6210	A
USGS	09380000	1942-11-29	5990	A
USGS	09380000	1942-11-30	5870	A
USGS	09380000	1942-12-01	6020	A
USGS	09380000	1942-12-02	6060	A
USGS	09380000	1942-12-03	5700	A
USGS	09380000	1942-12-04	5870	A
USGS	09380000	1942-12-05	6280	A
USGS	09380000	1942-12-06	6210	A
USGS	09380000	1942-12-07	6240	A
USGS	09380000	1942-12-08	6470	A
USGS	09380000	1942-12-09	6370	A
USGS	09380000	1942-12-10	6370	A
USGS	09380000	1942-12-11	6060	A
USGS	09380000	1942-12-12	5580	A
USGS	09380000	1942-12-13	5080	A
USGS	09380000	1942-12-14	4670	A
USGS	09380000	1942-12-15	4570	A
USGS	09380000	1942-12-16	4870	A
USGS	09380000	1942-12-17	5160	A
USGS	09380000	1942-12-18	5270	A
USGS	09380000	1942-12-19	5470	A
USGS	09380000	1942-12-20	5670	A
USGS	09380000	1942-12-21	5670	A
USGS	09380000	1942-12-22	5580	A
USGS	09380000	1942-12-23	5580	A
USGS	09380000	1942-12-24	5470	A
USGS	09380000	1942-12-25	5610	A
USGS	09380000	1942-12-26	6060	A
USGS	09380000	1942-12-27	6530	A
USGS	09380000	1942-12-28	6470	A
USGS	09380000	1942-12-29	6530	A
USGS	09380000	1942-12-30	6470	A
USGS	09380000	1942-12-31	6120	A
USGS	09380000	1943-01-01	5840	A
USGS	09380000	1943-01-02	5810	A
USGS	09380000	1943-01-03	5720	A
USGS	09380000	1943-01-04	5640	A
USGS	09380000	1943-01-05	5500	A
USGS	09380000	1943-01-06	5380	A
USGS	09380000	1943-01-07	5380	A
USGS	09380000	1943-01-08	5220	A
USGS	09380000	1943-01-09	4770	A
USGS	09380000	1943-01-10	4280	A
USGS	09380000	1943-01-11	4040	A
USGS	09380000	1943-01-12	4090	A
USGS	09380000	1943-01-13	4260	A
USGS	09380000	1943-01-14	4300	A
USGS	09380000	1943-01-15	4350	A
USGS	09380000	1943-01-16	4540	A
USGS	09380000	1943-01-17	4740	A
USGS	09380000	1943-01-18	5030	A
USGS	09380000	1943-01-19	5250	A
USGS	09380000	1943-01-20	5470	A
USGS	09380000	1943-01-21	5020	A
USGS	09380000	1943-01-22	4640	A
USGS	09380000	1943-01-23	4340	A
USGS	09380000	1943-01-24	4440	A
USGS	09380000	1943-01-25	6500	A
USGS	09380000	1943-01-26	6910	A
USGS	09380000	1943-01-27	7010	A
USGS	09380000	1943-01-28	7630	A
USGS	09380000	1943-01-29	7180	A
USGS	09380000	1943-01-30	6670	A
USGS	09380000	1943-01-31	6180	A
USGS	09380000	1943-02-01	6120	A
USGS	09380000	1943-02-02	6340	A
USGS	09380000	1943-02-03	6210	A
USGS	09380000	1943-02-04	6210	A
USGS	09380000	1943-02-05	5900	A
USGS	09380000	1943-02-06	5720	A
USGS	09380000	1943-02-07	5690	A
USGS	09380000	1943-02-08	5580	A
USGS	09380000	1943-02-09	5320	A
USGS	09380000	1943-02-10	5230	A
USGS	09380000	1943-02-11	5070	A
USGS	09380000	1943-02-12	4990	A
USGS	09380000	1943-02-13	5100	A
USGS	09380000	1943-02-14	5180	A
USGS	09380000	1943-02-15	5400	A
USGS	09380000	1943-02-16	5400	A
USGS	09380000	1943-02-17	5290	A
USGS	09380000	1943-02-18	5430	A
USGS	09380000	1943-02-19	5580	A
USGS	09380000	1943-02-20	5690	A
USGS	09380000	1943-02-21	5780	A
USGS	09380000	1943-02-22	6280	A
USGS	09380000	1943-02-23	6540	A
USGS	09380000	1943-02-24	6870	A
USGS	09380000	1943-02-25	7700	A
USGS	09380000	1943-02-26	7810	A
USGS	09380000	1943-02-27	7490	A
USGS	09380000	1943-02-28	7630	A
USGS	09380000	1943-03-01	8020	A
USGS	09380000	1943-03-02	8240	A
USGS	09380000	1943-03-03	8280	A
USGS	09380000	1943-03-04	8430	A
USGS	09380000	1943-03-05	8130	A
USGS	09380000	1943-03-06	7990	A
USGS	09380000	1943-03-07	7950	A
USGS	09380000	1943-03-08	7740	A
USGS	09380000	1943-03-09	7380	A
USGS	09380000	1943-03-10	7350	A
USGS	09380000	1943-03-11	7280	A
USGS	09380000	1943-03-12	7420	A
USGS	09380000	1943-03-13	8930	A
USGS	09380000	1943-03-14	9760	A
USGS	09380000	1943-03-15	9160	A
USGS	09380000	1943-03-16	9040	A
USGS	09380000	1943-03-17	9040	A
USGS	09380000	1943-03-18	9080	A
USGS	09380000	1943-03-19	9320	A
USGS	09380000	1943-03-20	9240	A
USGS	09380000	1943-03-21	8730	A
USGS	09380000	1943-03-22	9400	A
USGS	09380000	1943-03-23	9600	A
USGS	09380000	1943-03-24	8890	A
USGS	09380000	1943-03-25	8470	A
USGS	09380000	1943-03-26	7880	A
USGS	09380000	1943-03-27	7740	A
USGS	09380000	1943-03-28	7560	A
USGS	09380000	1943-03-29	7660	A
USGS	09380000	1943-03-30	8130	A
USGS	09380000	1943-03-31	8470	A
USGS	09380000	1943-04-01	9120	A
USGS	09380000	1943-04-02	11300	A
USGS	09380000	1943-04-03	12600	A
USGS	09380000	1943-04-04	16400	A
USGS	09380000	1943-04-05	16900	A
USGS	09380000	1943-04-06	17900	A
USGS	09380000	1943-04-07	19700	A
USGS	09380000	1943-04-08	21700	A
USGS	09380000	1943-04-09	23400	A
USGS	09380000	1943-04-10	25300	A
USGS	09380000	1943-04-11	25700	A
USGS	09380000	1943-04-12	24300	A
USGS	09380000	1943-04-13	22600	A
USGS	09380000	1943-04-14	20600	A
USGS	09380000	1943-04-15	19100	A
USGS	09380000	1943-04-16	17400	A
USGS	09380000	1943-04-17	17000	A
USGS	09380000	1943-04-18	18600	A
USGS	09380000	1943-04-19	21000	A
USGS	09380000	1943-04-20	22100	A
USGS	09380000	1943-04-21	22500	A
USGS	09380000	1943-04-22	24000	A
USGS	09380000	1943-04-23	28000	A
USGS	09380000	1943-04-24	32300	A
USGS	09380000	1943-04-25	35000	A
USGS	09380000	1943-04-26	38700	A
USGS	09380000	1943-04-27	41800	A
USGS	09380000	1943-04-28	42300	A
USGS	09380000	1943-04-29	42000	A
USGS	09380000	1943-04-30	41600	A
USGS	09380000	1943-05-01	41900	A
USGS	09380000	1943-05-02	42900	A
USGS	09380000	1943-05-03	45100	A
USGS	09380000	1943-05-04	48100	A
USGS	09380000	1943-05-05	48600	A
USGS	09380000	1943-05-06	52200	A
USGS	09380000	1943-05-07	57100	A
USGS	09380000	1943-05-08	56600	A
USGS	09380000	1943-05-09	51800	A
USGS	09380000	1943-05-10	50800	A
USGS	09380000	1943-05-11	47200	A
USGS	09380000	1943-05-12	41800	A
USGS	09380000	1943-05-13	37900	A
USGS	09380000	1943-05-14	34000	A
USGS	09380000	1943-05-15	32400	A
USGS	09380000	1943-05-16	31700	A
USGS	09380000	1943-05-17	30400	A
USGS	09380000	1943-05-18	28400	A
USGS	09380000	1943-05-19	26700	A
USGS	09380000	1943-05-20	25200	A
USGS	09380000	1943-05-21	23700	A
USGS	09380000	1943-05-22	22700	A
USGS	09380000	1943-05-23	21500	A
USGS	09380000	1943-05-24	20900	A
USGS	09380000	1943-05-25	20600	A
USGS	09380000	1943-05-26	20300	A
USGS	09380000	1943-05-27	20100	A
USGS	09380000	1943-05-28	21700	A
USGS	09380000	1943-05-29	26500	A
USGS	09380000	1943-05-30	28900	A
USGS	09380000	1943-05-31	30500	A
USGS	09380000	1943-06-01	38700	A
USGS	09380000	1943-06-02	43300	A
USGS	09380000	1943-06-03	49200	A
USGS	09380000	1943-06-04	51600	A
USGS	09380000	1943-06-05	63400	A
USGS	09380000	1943-06-06	64400	A
USGS	09380000	1943-06-07	60400	A
USGS	09380000	1943-06-08	56300	A
USGS	09380000	1943-06-09	48100	A
USGS	09380000	1943-06-10	43000	A
USGS	09380000	1943-06-11	42900	A
USGS	09380000	1943-06-12	45400	A
USGS	09380000	1943-06-13	48000	A
USGS	09380000	1943-06-14	49200	A
USGS	09380000	1943-06-15	47800	A
USGS	09380000	1943-06-16	44500	A
USGS	09380000	1943-06-17	41100	A
USGS	09380000	1943-06-18	39000	A
USGS	09380000	1943-06-19	38200	A
USGS	09380000	1943-06-20	38200	A
USGS	09380000	1943-06-21	39100	A
USGS	09380000	1943-06-22	39500	A
USGS	09380000	1943-06-23	39400	A
USGS	09380000	1943-06-24	40300	A
USGS	09380000	1943-06-25	41600	A
USGS	09380000	1943-06-26	42700	A
USGS	09380000	1943-06-27	43700	A
USGS	09380000	1943-06-28	44900	A
USGS	09380000	1943-06-29	46100	A
USGS	09380000	1943-06-30	46000	A
USGS	09380000	1943-07-01	45200	A
USGS	09380000	1943-07-02	44500	A
USGS	09380000	1943-07-03	44900	A
USGS	09380000	1943-07-04	43800	A
USGS	09380000	1943-07-05	40900	A
USGS	09380000	1943-07-06	38600	A
USGS	09380000	1943-07-07	35400	A
USGS	09380000	1943-07-08	32600	A
USGS	09380000	1943-07-09	29600	A
USGS	09380000	1943-07-10	27600	A
USGS	09380000	1943-07-11	25500	A
USGS	09380000	1943-07-12	23500	A
USGS	09380000	1943-07-13	22300	A
USGS	09380000	1943-07-14	20800	A
USGS	09380000	1943-07-15	19600	A
USGS	09380000	1943-07-16	18300	A
USGS	09380000	1943-07-17	17300	A
USGS	09380000	1943-07-18	16200	A
USGS	09380000	1943-07-19	15500	A
USGS	09380000	1943-07-20	16000	A
USGS	09380000	1943-07-21	16200	A
USGS	09380000	1943-07-22	15000	A
USGS	09380000	1943-07-23	14200	A
USGS	09380000	1943-07-24	13500	A
USGS	09380000	1943-07-25	13300	A
USGS	09380000	1943-07-26	12500	A
USGS	09380000	1943-07-27	12300	A
USGS	09380000	1943-07-28	11800	A
USGS	09380000	1943-07-29	11600	A
USGS	09380000	1943-07-30	11100	A
USGS	09380000	1943-07-31	10700	A
USGS	09380000	1943-08-01	10400	A
USGS	09380000	1943-08-02	10100	A
USGS	09380000	1943-08-03	10100	A
USGS	09380000	1943-08-04	9900	A
USGS	09380000	1943-08-05	10900	A
USGS	09380000	1943-08-06	10600	A
USGS	09380000	1943-08-07	10500	A
USGS	09380000	1943-08-08	12600	A
USGS	09380000	1943-08-09	13000	A
USGS	09380000	1943-08-10	12800	A
USGS	09380000	1943-08-11	12700	A
USGS	09380000	1943-08-12	12200	A
USGS	09380000	1943-08-13	12600	A
USGS	09380000	1943-08-14	12200	A
USGS	09380000	1943-08-15	12000	A
USGS	09380000	1943-08-16	13200	A
USGS	09380000	1943-08-17	14700	A
USGS	09380000	1943-08-18	15000	A
USGS	09380000	1943-08-19	13000	A
USGS	09380000	1943-08-20	12900	A
USGS	09380000	1943-08-21	13300	A
USGS	09380000	1943-08-22	17100	A
USGS	09380000	1943-08-23	17400	A
USGS	09380000	1943-08-24	17100	A
USGS	09380000	1943-08-25	14900	A
USGS	09380000	1943-08-26	14200	A
USGS	09380000	1943-08-27	14200	A
USGS	09380000	1943-08-28	13000	A
USGS	09380000	1943-08-29	12900	A
USGS	09380000	1943-08-30	12300	A
USGS	09380000	1943-08-31	11900	A
USGS	09380000	1943-09-01	11400	A
USGS	09380000	1943-09-02	11300	A
USGS	09380000	1943-09-03	12800	A
USGS	09380000	1943-09-04	14400	A
USGS	09380000	1943-09-05	12900	A
USGS	09380000	1943-09-06	11800	A
USGS	09380000	1943-09-07	10700	A
USGS	09380000	1943-09-08	9640	A
USGS	09380000	1943-09-09	8930	A
USGS	09380000	1943-09-10	8240	A
USGS	09380000	1943-09-11	7740	A
USGS	09380000	1943-09-12	7150	A
USGS	09380000	1943-09-13	6540	A
USGS	09380000	1943-09-14	6080	A
USGS	09380000	1943-09-15	5900	A
USGS	09380000	1943-09-16	5670	A
USGS	09380000	1943-09-17	5430	A
USGS	09380000	1943-09-18	5320	A
USGS	09380000	1943-09-19	5230	A
USGS	09380000	1943-09-20	5150	A
USGS	09380000	1943-09-21	5020	A
USGS	09380000	1943-09-22	4860	A
USGS	09380000	1943-09-23	4740	A
USGS	09380000	1943-09-24	4560	A
USGS	09380000	1943-09-25	4590	A
USGS	09380000	1943-09-26	5150	A
USGS	09380000	1943-09-27	6470	A
USGS	09380000	1943-09-28	6310	A
USGS	09380000	1943-09-29	5400	A
USGS	09380000	1943-09-30	6120	A
USGS	09380000	1943-10-01	5600	A
USGS	09380000	1943-10-02	6180	A
USGS	09380000	1943-10-03	6540	A
USGS	09380000	1943-10-04	6180	A
USGS	09380000	1943-10-05	5870	A
USGS	09380000	1943-10-06	5630	A
USGS	09380000	1943-10-07	5580	A
USGS	09380000	1943-10-08	5490	A
USGS	09380000	1943-10-09	5460	A
USGS	09380000	1943-10-10	5210	A
USGS	09380000	1943-10-11	4990	A
USGS	09380000	1943-10-12	5070	A
USGS	09380000	1943-10-13	5180	A
USGS	09380000	1943-10-14	5050	A
USGS	09380000	1943-10-15	5260	A
USGS	09380000	1943-10-16	5400	A
USGS	09380000	1943-10-17	5400	A
USGS	09380000	1943-10-18	5520	A
USGS	09380000	1943-10-19	6370	A
USGS	09380000	1943-10-20	7350	A
USGS	09380000	1943-10-21	7660	A
USGS	09380000	1943-10-22	6640	A
USGS	09380000	1943-10-23	6570	A
USGS	09380000	1943-10-24	7040	A
USGS	09380000	1943-10-25	7380	A
USGS	09380000	1943-10-26	6940	A
USGS	09380000	1943-10-27	7150	A
USGS	09380000	1943-10-28	7110	A
USGS	09380000	1943-10-29	6740	A
USGS	09380000	1943-10-30	6810	A
USGS	09380000	1943-10-31	6940	A
USGS	09380000	1943-11-01	7040	A
USGS	09380000	1943-11-02	7180	A
USGS	09380000	1943-11-03	7560	A
USGS	09380000	1943-11-04	7810	A
USGS	09380000	1943-11-05	7740	A
USGS	09380000	1943-11-06	7950	A
USGS	09380000	1943-11-07	7770	A
USGS	09380000	1943-11-08	7280	A
USGS	09380000	1943-11-09	7250	A
USGS	09380000	1943-11-10	7350	A
USGS	09380000	1943-11-11	7380	A
USGS	09380000	1943-11-12	7700	A
USGS	09380000	1943-11-13	7600	A
USGS	09380000	1943-11-14	7280	A
USGS	09380000	1943-11-15	6870	A
USGS	09380000	1943-11-16	7180	A
USGS	09380000	1943-11-17	7380	A
USGS	09380000	1943-11-18	7350	A
USGS	09380000	1943-11-19	7350	A
USGS	09380000	1943-11-20	7320	A
USGS	09380000	1943-11-21	7180	A
USGS	09380000	1943-11-22	6980	A
USGS	09380000	1943-11-23	7110	A
USGS	09380000	1943-11-24	8540	A
USGS	09380000	1943-11-25	10600	A
USGS	09380000	1943-11-26	9640	A
USGS	09380000	1943-11-27	8850	A
USGS	09380000	1943-11-28	7810	A
USGS	09380000	1943-11-29	7600	A
USGS	09380000	1943-11-30	7460	A
USGS	09380000	1943-12-01	7280	A
USGS	09380000	1943-12-02	7210	A
USGS	09380000	1943-12-03	6980	A
USGS	09380000	1943-12-04	6570	A
USGS	09380000	1943-12-05	6370	A
USGS	09380000	1943-12-06	6240	A
USGS	09380000	1943-12-07	6410	A
USGS	09380000	1943-12-08	6470	A
USGS	09380000	1943-12-09	6570	A
USGS	09380000	1943-12-10	6500	A
USGS	09380000	1943-12-11	6500	A
USGS	09380000	1943-12-12	6810	A
USGS	09380000	1943-12-13	6840	A
USGS	09380000	1943-12-14	6980	A
USGS	09380000	1943-12-15	7110	A
USGS	09380000	1943-12-16	6870	A
USGS	09380000	1943-12-17	6570	A
USGS	09380000	1943-12-18	6280	A
USGS	09380000	1943-12-19	6050	A
USGS	09380000	1943-12-20	5840	A
USGS	09380000	1943-12-21	5750	A
USGS	09380000	1943-12-22	5840	A
USGS	09380000	1943-12-23	5840	A
USGS	09380000	1943-12-24	5810	A
USGS	09380000	1943-12-25	5870	A
USGS	09380000	1943-12-26	5990	A
USGS	09380000	1943-12-27	5930	A
USGS	09380000	1943-12-28	6080	A
USGS	09380000	1943-12-29	6500	A
USGS	09380000	1943-12-30	6600	A
USGS	09380000	1943-12-31	6440	A
USGS	09380000	1944-01-01	6150	A
USGS	09380000	1944-01-02	5660	A
USGS	09380000	1944-01-03	5260	A
USGS	09380000	1944-01-04	4840	A
USGS	09380000	1944-01-05	4660	A
USGS	09380000	1944-01-06	4540	A
USGS	09380000	1944-01-07	4370	A
USGS	09380000	1944-01-08	4200	A
USGS	09380000	1944-01-09	3940	A
USGS	09380000	1944-01-10	3970	A
USGS	09380000	1944-01-11	3700	A
USGS	09380000	1944-01-12	3510	A
USGS	09380000	1944-01-13	3300	A
USGS	09380000	1944-01-14	3100	A
USGS	09380000	1944-01-15	3180	A
USGS	09380000	1944-01-16	3000	A
USGS	09380000	1944-01-17	3100	A
USGS	09380000	1944-01-18	3530	A
USGS	09380000	1944-01-19	3900	A
USGS	09380000	1944-01-20	3880	A
USGS	09380000	1944-01-21	3970	A
USGS	09380000	1944-01-22	4060	A
USGS	09380000	1944-01-23	4320	A
USGS	09380000	1944-01-24	4660	A
USGS	09380000	1944-01-25	5430	A
USGS	09380000	1944-01-26	5840	A
USGS	09380000	1944-01-27	6080	A
USGS	09380000	1944-01-28	6120	A
USGS	09380000	1944-01-29	6150	A
USGS	09380000	1944-01-30	6150	A
USGS	09380000	1944-01-31	5840	A
USGS	09380000	1944-02-01	5460	A
USGS	09380000	1944-02-02	5430	A
USGS	09380000	1944-02-03	5600	A
USGS	09380000	1944-02-04	5750	A
USGS	09380000	1944-02-05	5960	A
USGS	09380000	1944-02-06	6080	A
USGS	09380000	1944-02-07	6340	A
USGS	09380000	1944-02-08	6210	A
USGS	09380000	1944-02-09	6280	A
USGS	09380000	1944-02-10	6240	A
USGS	09380000	1944-02-11	6280	A
USGS	09380000	1944-02-12	6570	A
USGS	09380000	1944-02-13	6870	A
USGS	09380000	1944-02-14	6810	A
USGS	09380000	1944-02-15	6370	A
USGS	09380000	1944-02-16	5960	A
USGS	09380000	1944-02-17	5840	A
USGS	09380000	1944-02-18	5780	A
USGS	09380000	1944-02-19	5720	A
USGS	09380000	1944-02-20	5600	A
USGS	09380000	1944-02-21	5600	A
USGS	09380000	1944-02-22	5660	A
USGS	09380000	1944-02-23	5550	A
USGS	09380000	1944-02-24	5550	A
USGS	09380000	1944-02-25	5670	A
USGS	09380000	1944-02-26	5840	A
USGS	09380000	1944-02-27	6080	A
USGS	09380000	1944-02-28	6280	A
USGS	09380000	1944-02-29	6020	A
USGS	09380000	1944-03-01	6080	A
USGS	09380000	1944-03-02	6210	A
USGS	09380000	1944-03-03	6080	A
USGS	09380000	1944-03-04	5900	A
USGS	09380000	1944-03-05	5690	A
USGS	09380000	1944-03-06	5840	A
USGS	09380000	1944-03-07	6240	A
USGS	09380000	1944-03-08	6340	A
USGS	09380000	1944-03-09	6810	A
USGS	09380000	1944-03-10	6870	A
USGS	09380000	1944-03-11	6410	A
USGS	09380000	1944-03-12	6120	A
USGS	09380000	1944-03-13	6080	A
USGS	09380000	1944-03-14	6540	A
USGS	09380000	1944-03-15	6840	A
USGS	09380000	1944-03-16	8540	A
USGS	09380000	1944-03-17	8770	A
USGS	09380000	1944-03-18	8390	A
USGS	09380000	1944-03-19	8930	A
USGS	09380000	1944-03-20	12500	A
USGS	09380000	1944-03-21	15100	A
USGS	09380000	1944-03-22	13000	A
USGS	09380000	1944-03-23	11600	A
USGS	09380000	1944-03-24	10700	A
USGS	09380000	1944-03-25	9850	A
USGS	09380000	1944-03-26	9680	A
USGS	09380000	1944-03-27	9080	A
USGS	09380000	1944-03-28	8660	A
USGS	09380000	1944-03-29	9280	A
USGS	09380000	1944-03-30	9520	A
USGS	09380000	1944-03-31	9000	A
USGS	09380000	1944-04-01	8540	A
USGS	09380000	1944-04-02	8060	A
USGS	09380000	1944-04-03	7950	A
USGS	09380000	1944-04-04	8060	A
USGS	09380000	1944-04-05	8510	A
USGS	09380000	1944-04-06	10600	A
USGS	09380000	1944-04-07	22200	A
USGS	09380000	1944-04-08	25000	A
USGS	09380000	1944-04-09	27600	A
USGS	09380000	1944-04-10	29300	A
USGS	09380000	1944-04-11	28500	A
USGS	09380000	1944-04-12	27000	A
